#mod db: cub_sm
#run db: cub_sm_tst
ImageId,Class0,Prob0,Class1,Prob1,Class2,Prob2,Class3,Prob3,Class4,Prob4
1,2,0.851,1,0.139,3,0.004,66,0.002,65,0.001
3,1,0.996,45,0.001,2,0.001,3,0.001,8,0.000
6,1,0.872,2,0.086,72,0.026,65,0.008,45,0.005
10,2,0.723,3,0.150,1,0.121,66,0.001,45,0.001
12,1,0.706,23,0.115,72,0.106,3,0.033,44,0.012
13,3,0.354,62,0.181,71,0.104,1,0.079,61,0.067
14,1,0.966,45,0.031,3,0.001,2,0.000,65,0.000
16,1,0.970,23,0.016,3,0.005,2,0.004,72,0.001
17,1,0.993,2,0.001,3,0.001,62,0.001,66,0.001
19,1,0.993,2,0.002,45,0.002,3,0.002,65,0.000
22,1,0.993,2,0.005,72,0.001,65,0.000,45,0.000
24,1,0.998,45,0.001,2,0.001,3,0.000,72,0.000
25,2,0.419,1,0.411,72,0.135,44,0.015,3,0.013
26,3,0.786,1,0.105,45,0.091,2,0.005,66,0.004
27,1,0.905,72,0.052,23,0.023,2,0.017,44,0.001
28,1,0.525,3,0.326,8,0.067,23,0.020,72,0.017
29,3,0.927,45,0.021,2,0.020,1,0.017,72,0.007
33,1,0.530,23,0.236,3,0.126,58,0.027,8,0.018
34,1,0.982,2,0.014,45,0.002,3,0.001,66,0.001
38,1,0.766,3,0.158,45,0.025,8,0.014,72,0.011
39,1,0.992,3,0.005,72,0.001,45,0.001,2,0.001
44,2,0.474,1,0.299,45,0.142,3,0.069,72,0.013
45,1,0.628,3,0.350,2,0.018,72,0.001,23,0.001
47,2,0.856,1,0.118,72,0.007,65,0.005,71,0.005
48,3,0.942,2,0.019,44,0.015,71,0.010,72,0.008
50,1,0.812,3,0.159,71,0.014,2,0.006,45,0.003
52,3,0.888,2,0.071,72,0.028,44,0.006,1,0.004
54,1,0.996,23,0.001,72,0.001,8,0.000,3,0.000
57,72,0.461,3,0.265,45,0.111,2,0.073,1,0.050
59,1,0.959,8,0.031,45,0.006,72,0.004,135,0.000
61,3,0.415,2,0.350,1,0.159,71,0.028,72,0.025
63,2,0.996,3,0.001,59,0.001,66,0.001,1,0.000
65,2,0.997,45,0.001,1,0.000,3,0.000,66,0.000
68,2,0.994,45,0.003,3,0.001,71,0.001,59,0.001
70,143,0.538,3,0.236,101,0.057,62,0.042,44,0.022
71,2,0.615,44,0.321,59,0.037,66,0.011,65,0.005
76,2,1.000,3,0.000,59,0.000,84,0.000,66,0.000
79,2,0.995,1,0.002,72,0.002,65,0.001,3,0.000
82,45,0.595,2,0.256,84,0.064,63,0.060,3,0.013
83,2,1.000,44,0.000,72,0.000,65,0.000,71,0.000
85,2,0.991,65,0.005,45,0.001,66,0.001,84,0.001
87,84,0.829,63,0.046,45,0.041,65,0.025,62,0.017
88,71,0.219,199,0.158,1,0.129,110,0.114,7,0.038
90,2,0.986,66,0.007,59,0.005,44,0.001,3,0.000
91,50,0.291,1,0.199,71,0.196,46,0.108,3,0.035
92,2,0.995,66,0.002,65,0.001,59,0.001,45,0.000
93,2,0.999,59,0.001,3,0.000,44,0.000,66,0.000
94,2,0.996,59,0.002,66,0.001,44,0.001,65,0.000
95,3,0.684,2,0.289,45,0.014,71,0.003,72,0.002
98,2,0.952,59,0.041,65,0.001,84,0.001,71,0.001
100,2,0.992,66,0.004,65,0.002,3,0.001,44,0.000
101,3,0.880,45,0.037,2,0.019,72,0.016,1,0.012
103,2,0.964,44,0.013,3,0.012,71,0.002,66,0.002
106,2,0.998,3,0.001,66,0.000,1,0.000,45,0.000
107,2,1.000,3,0.000,44,0.000,66,0.000,59,0.000
108,2,0.994,3,0.005,72,0.000,45,0.000,1,0.000
112,2,0.938,59,0.047,3,0.004,71,0.003,106,0.003
114,2,0.879,1,0.077,3,0.024,72,0.010,71,0.004
118,2,0.988,59,0.006,3,0.003,66,0.001,84,0.001
119,2,0.974,59,0.020,66,0.002,44,0.002,65,0.001
126,3,0.995,2,0.002,84,0.001,45,0.001,71,0.000
129,3,0.988,71,0.004,62,0.003,1,0.001,5,0.001
130,3,0.972,1,0.017,2,0.010,71,0.000,45,0.000
132,3,1.000,1,0.000,2,0.000,66,0.000,84,0.000
133,3,0.899,2,0.089,71,0.008,1,0.002,72,0.002
134,3,0.999,45,0.000,1,0.000,2,0.000,66,0.000
