#mod db: cub_sm
#run db: cub_sm_tst
ImageId,Class0,Prob0,Class1,Prob1,Class2,Prob2,Class3,Prob3,Class4,Prob4
1,1,0.553,2,0.409,3,0.032,45,0.002,66,0.002
3,1,0.998,45,0.001,3,0.000,8,0.000,2,0.000
6,1,0.925,2,0.056,45,0.014,65,0.002,3,0.001
10,3,0.488,1,0.475,2,0.029,91,0.002,71,0.001
12,1,0.934,45,0.046,3,0.013,72,0.002,2,0.002
13,3,0.545,1,0.070,23,0.066,142,0.057,91,0.044
14,1,0.995,2,0.003,45,0.001,3,0.001,71,0.000
16,1,0.943,3,0.034,45,0.018,23,0.002,86,0.001
17,1,0.996,71,0.002,2,0.001,3,0.001,45,0.000
19,1,0.989,3,0.007,45,0.003,2,0.000,71,0.000
22,1,0.995,2,0.002,65,0.001,71,0.001,45,0.001
24,1,0.998,72,0.001,45,0.000,8,0.000,71,0.000
25,1,0.942,3,0.038,2,0.013,45,0.006,72,0.000
26,3,0.818,1,0.143,66,0.013,45,0.009,71,0.007
27,1,0.981,2,0.008,3,0.004,45,0.003,23,0.002
28,1,0.709,3,0.267,193,0.007,23,0.005,45,0.004
29,3,0.906,45,0.055,1,0.030,72,0.007,2,0.001
33,3,0.914,1,0.054,72,0.008,23,0.008,86,0.006
34,1,0.997,45,0.002,2,0.001,3,0.000,8,0.000
38,1,0.961,23,0.027,8,0.008,72,0.002,3,0.001
39,1,0.985,3,0.008,45,0.007,2,0.000,72,0.000
44,1,0.794,3,0.149,45,0.054,2,0.003,72,0.000
45,1,0.911,3,0.083,2,0.005,23,0.000,45,0.000
47,1,0.921,2,0.071,23,0.005,100,0.001,3,0.000
48,3,0.976,1,0.012,45,0.005,72,0.002,44,0.002
50,1,0.769,2,0.216,3,0.011,71,0.003,45,0.001
52,3,0.999,72,0.000,2,0.000,1,0.000,44,0.000
54,1,0.972,3,0.022,45,0.002,2,0.001,23,0.001
57,1,0.774,72,0.122,2,0.041,86,0.027,3,0.016
59,1,0.991,45,0.008,72,0.000,2,0.000,3,0.000
61,2,0.719,1,0.185,3,0.075,45,0.014,71,0.004
63,2,0.979,3,0.011,1,0.004,59,0.002,66,0.001
65,2,0.998,65,0.001,1,0.001,45,0.000,66,0.000
68,2,0.995,71,0.002,59,0.001,65,0.001,84,0.000
70,3,0.429,145,0.277,44,0.069,143,0.034,146,0.031
71,2,0.958,66,0.014,59,0.013,65,0.009,44,0.002
76,2,0.999,1,0.000,71,0.000,3,0.000,66,0.000
79,2,0.963,1,0.031,45,0.003,3,0.002,66,0.000
82,45,0.387,2,0.366,3,0.075,84,0.065,63,0.032
83,2,1.000,1,0.000,44,0.000,100,0.000,71,0.000
85,2,0.998,65,0.001,1,0.001,45,0.000,3,0.000
87,84,0.412,65,0.341,45,0.196,2,0.014,60,0.009
88,194,0.259,1,0.175,110,0.094,45,0.090,62,0.069
90,2,0.960,66,0.037,71,0.001,59,0.001,1,0.000
91,142,0.365,90,0.116,144,0.087,23,0.080,3,0.078
92,2,0.993,66,0.004,1,0.002,65,0.001,45,0.000
93,2,0.997,65,0.001,66,0.001,59,0.000,44,0.000
94,2,0.994,66,0.002,65,0.002,59,0.001,44,0.000
95,3,0.979,84,0.016,45,0.001,2,0.001,144,0.001
98,2,0.964,66,0.013,59,0.011,71,0.005,65,0.004
100,2,0.830,1,0.065,66,0.033,65,0.031,45,0.029
101,3,0.431,1,0.377,2,0.113,45,0.058,71,0.006
103,2,0.831,3,0.101,84,0.039,66,0.009,1,0.008
106,2,0.981,3,0.008,1,0.007,66,0.001,45,0.001
107,2,0.999,1,0.001,66,0.000,65,0.000,44,0.000
108,3,0.771,2,0.150,1,0.037,45,0.029,72,0.011
112,2,0.953,71,0.011,66,0.010,59,0.006,100,0.004
114,1,0.754,2,0.172,3,0.049,45,0.023,71,0.002
118,2,0.994,59,0.001,71,0.001,1,0.001,84,0.001
119,2,0.998,65,0.002,66,0.000,59,0.000,45,0.000
126,3,0.997,45,0.002,84,0.000,66,0.000,2,0.000
129,3,0.819,71,0.157,135,0.006,62,0.004,2,0.003
130,3,0.994,1,0.005,2,0.000,45,0.000,71,0.000
132,3,1.000,1,0.000,86,0.000,66,0.000,45,0.000
133,3,0.955,2,0.025,1,0.015,45,0.002,71,0.001
134,3,0.993,45,0.004,1,0.002,72,0.000,86,0.000
135,3,0.972,1,0.014,45,0.008,86,0.001,66,0.001
139,3,0.827,45,0.152,84,0.005,9,0.003,63,0.002
144,3,0.916,61,0.070,142,0.007,9,0.003,58,0.001
