#mod db: cub_sm
#run db: cub_sm_tst
ImageId,Class0,Prob0,Class1,Prob1,Class2,Prob2,Class3,Prob3,Class4,Prob4
1,1,0.945,2,0.048,3,0.004,66,0.001,23,0.000
3,1,0.993,3,0.005,72,0.000,45,0.000,8,0.000
6,1,0.998,2,0.002,3,0.000,45,0.000,72,0.000
10,3,0.831,1,0.151,2,0.010,71,0.002,23,0.001
12,1,0.984,72,0.004,45,0.003,3,0.003,2,0.003
13,60,0.726,66,0.095,1,0.025,91,0.019,23,0.015
14,1,0.965,3,0.034,2,0.000,45,0.000,72,0.000
16,1,0.987,45,0.005,72,0.003,3,0.002,2,0.002
17,1,0.999,3,0.000,2,0.000,23,0.000,66,0.000
19,1,0.990,3,0.003,2,0.003,72,0.002,45,0.001
22,1,0.999,2,0.001,3,0.000,45,0.000,72,0.000
24,1,0.999,3,0.001,2,0.000,72,0.000,45,0.000
25,1,0.800,72,0.127,3,0.029,2,0.021,45,0.016
26,1,0.717,3,0.268,45,0.007,2,0.002,66,0.001
27,1,0.939,72,0.041,3,0.009,2,0.008,45,0.001
28,1,0.939,3,0.056,72,0.002,2,0.001,45,0.001
29,3,0.734,45,0.158,1,0.057,44,0.017,2,0.012
33,1,0.586,3,0.143,8,0.097,23,0.088,72,0.063
34,1,1.000,45,0.000,2,0.000,3,0.000,72,0.000
38,1,0.959,3,0.020,72,0.009,45,0.005,23,0.004
39,1,0.990,3,0.010,45,0.000,2,0.000,72,0.000
44,3,0.833,1,0.118,72,0.025,45,0.018,2,0.005
45,1,0.781,3,0.212,2,0.006,45,0.000,23,0.000
47,2,0.897,1,0.098,72,0.002,44,0.001,3,0.001
48,3,0.911,1,0.034,2,0.020,44,0.015,45,0.010
50,1,0.931,3,0.047,2,0.021,72,0.000,45,0.000
52,3,1.000,1,0.000,2,0.000,86,0.000,45,0.000
54,1,0.955,3,0.035,2,0.009,45,0.000,72,0.000
57,2,0.255,1,0.187,3,0.179,72,0.162,44,0.082
59,1,0.988,2,0.010,45,0.001,72,0.001,3,0.000
61,3,0.541,1,0.278,2,0.177,71,0.001,86,0.001
63,2,0.996,3,0.003,66,0.001,1,0.000,84,0.000
65,2,0.999,1,0.000,44,0.000,66,0.000,59,0.000
68,2,0.991,59,0.004,71,0.002,3,0.002,44,0.001
70,3,0.625,143,0.122,44,0.064,145,0.037,2,0.021
71,2,0.947,66,0.034,59,0.011,44,0.003,65,0.002
76,2,0.999,3,0.000,59,0.000,1,0.000,66,0.000
79,2,0.982,3,0.011,1,0.007,45,0.000,72,0.000
82,2,0.750,45,0.146,3,0.068,1,0.027,84,0.003
83,2,1.000,1,0.000,44,0.000,3,0.000,66,0.000
85,2,0.998,65,0.001,1,0.000,45,0.000,66,0.000
87,84,0.430,45,0.244,65,0.107,59,0.077,62,0.048
88,2,0.458,194,0.099,52,0.070,1,0.062,65,0.048
90,2,0.950,66,0.042,59,0.003,3,0.003,44,0.001
91,2,0.319,1,0.213,3,0.156,66,0.112,143,0.040
92,2,0.998,1,0.001,65,0.000,66,0.000,3,0.000
93,2,0.999,65,0.000,44,0.000,59,0.000,45,0.000
94,2,0.994,44,0.002,66,0.002,65,0.001,59,0.000
95,2,0.363,145,0.257,3,0.245,143,0.046,71,0.030
98,2,0.964,65,0.022,59,0.004,71,0.003,72,0.002
100,2,0.979,1,0.008,3,0.008,86,0.002,66,0.002
101,3,0.699,2,0.217,1,0.042,44,0.014,45,0.008
103,2,0.929,3,0.060,1,0.004,44,0.003,106,0.001
106,2,0.680,3,0.144,100,0.120,44,0.025,1,0.021
107,2,0.998,66,0.001,3,0.000,59,0.000,1,0.000
108,3,0.953,2,0.025,1,0.019,72,0.001,86,0.001
112,2,0.990,59,0.008,3,0.000,44,0.000,1,0.000
114,2,0.950,1,0.023,3,0.023,45,0.002,72,0.000
118,2,0.995,3,0.002,66,0.001,59,0.001,84,0.000
119,2,0.983,66,0.009,65,0.003,44,0.002,59,0.002
126,3,0.998,2,0.001,45,0.000,1,0.000,84,0.000
129,3,0.744,62,0.177,2,0.019,91,0.006,71,0.006
130,3,0.999,1,0.001,2,0.000,86,0.000,71,0.000
132,3,1.000,1,0.000,58,0.000,86,0.000,93,0.000
133,3,0.949,2,0.026,71,0.016,1,0.004,72,0.004
134,3,0.999,86,0.000,1,0.000,45,0.000,142,0.000
135,3,1.000,1,0.000,2,0.000,71,0.000,58,0.000
139,3,0.793,93,0.138,5,0.014,84,0.009,45,0.007
144,3,0.977,9,0.007,61,0.007,1,0.002,66,0.001
146,3,0.809,62,0.038,5,0.033,71,0.028,93,0.025
147,3,0.995,1,0.004,86,0.000,23,0.000,58,0.000
149,3,0.999,1,0.001,45,0.000,72,0.000,2,0.000
150,3,0.998,186,0.000,91,0.000,62,0.000,1,0.000
154,66,0.420,3,0.341,144,0.086,84,0.061,58,0.029
155,3,0.997,1,0.002,2,0.000,71,0.000,72,0.000
156,3,0.693,1,0.271,45,0.010,93,0.009,62,0.005
157,1,0.581,3,0.419,45,0.000,2,0.000,72,0.000
161,3,0.976,1,0.017,2,0.003,45,0.001,62,0.001
162,3,0.767,45,0.154,1,0.054,2,0.015,72,0.008
163,1,0.816,3,0.181,2,0.002,45,0.000,72,0.000
165,3,0.998,45,0.002,1,0.000,71,0.000,5,0.000
167,3,0.997,1,0.001,2,0.001,72,0.000,71,0.000
169,3,1.000,1,0.000,45,0.000,2,0.000,86,0.000
170,3,0.997,71,0.001,142,0.001,58,0.000,66,0.000
171,3,0.992,7,0.002,45,0.002,5,0.001,8,0.001
173,3,1.000,1,0.000,2,0.000,86,0.000,45,0.000
175,3,0.997,1,0.002,2,0.000,71,0.000,93,0.000
178,3,0.965,1,0.026,2,0.008,72,0.000,71,0.000
179,4,0.997,27,0.002,30,0.001,13,0.000,107,0.000
