#mod db: cub_bb4
#run db: cub_bb4_tst
ImageId,Class0,Prob0,Class1,Prob1,Class2,Prob2,Class3,Prob3,Class4,Prob4
1,2,0.656,1,0.165,3,0.129,66,0.035,45,0.006
3,1,0.996,3,0.002,45,0.002,2,0.000,8,0.000
6,2,0.742,65,0.153,1,0.089,45,0.007,62,0.003
10,1,0.493,3,0.377,2,0.128,66,0.001,71,0.001
12,1,0.943,2,0.036,72,0.006,45,0.003,65,0.003
13,3,0.384,71,0.196,66,0.129,1,0.046,2,0.029
14,1,0.967,45,0.023,3,0.006,2,0.003,71,0.000
16,1,0.908,3,0.039,45,0.028,2,0.007,72,0.006
17,1,0.995,2,0.003,3,0.001,71,0.001,49,0.000
19,1,0.988,3,0.005,2,0.003,45,0.002,8,0.000
22,1,0.900,2,0.026,62,0.016,71,0.012,65,0.010
24,1,0.985,2,0.006,3,0.004,71,0.001,66,0.001
25,1,0.946,2,0.020,3,0.017,72,0.007,45,0.006
26,3,0.492,1,0.417,45,0.087,71,0.001,86,0.000
27,1,0.910,2,0.039,3,0.023,72,0.012,23,0.011
28,1,0.904,3,0.078,23,0.013,71,0.001,2,0.001
29,1,0.943,2,0.029,23,0.008,25,0.006,44,0.005
33,72,0.407,1,0.351,45,0.091,3,0.063,8,0.020
34,1,0.986,45,0.006,2,0.005,3,0.002,65,0.000
38,1,0.856,23,0.099,3,0.012,72,0.012,2,0.009
39,1,0.995,3,0.004,45,0.001,2,0.000,72,0.000
44,1,0.919,45,0.063,3,0.014,2,0.002,72,0.001
45,1,0.947,3,0.044,2,0.009,23,0.000,71,0.000
47,1,0.428,25,0.289,23,0.229,2,0.029,44,0.017
48,2,0.982,1,0.011,45,0.004,65,0.002,59,0.001
50,3,0.616,1,0.310,71,0.037,2,0.030,72,0.003
52,3,0.868,1,0.036,2,0.034,72,0.020,44,0.011
54,1,0.938,3,0.037,23,0.007,72,0.007,2,0.004
57,1,0.902,45,0.064,72,0.021,2,0.005,86,0.003
59,1,0.994,45,0.003,2,0.002,3,0.000,72,0.000
61,1,0.837,3,0.087,2,0.062,71,0.006,62,0.002
63,2,0.856,66,0.111,59,0.016,3,0.007,71,0.003
65,2,0.980,66,0.009,59,0.005,65,0.004,84,0.000
68,2,0.994,71,0.004,1,0.001,59,0.000,3,0.000
70,2,0.427,62,0.253,66,0.178,59,0.068,143,0.013
71,2,0.960,65,0.019,59,0.018,66,0.003,93,0.000
76,2,0.995,66,0.003,59,0.001,65,0.000,71,0.000
79,2,0.978,66,0.009,1,0.005,65,0.003,45,0.002
82,2,0.688,45,0.168,66,0.031,65,0.024,59,0.020
83,2,0.999,65,0.001,44,0.000,59,0.000,66,0.000
85,2,0.972,66,0.019,65,0.003,59,0.002,1,0.001
87,84,0.668,66,0.133,65,0.084,59,0.066,62,0.020
88,4,0.103,110,0.100,22,0.075,199,0.057,11,0.049
90,2,0.525,66,0.451,59,0.020,65,0.002,62,0.001
91,66,0.815,2,0.110,62,0.040,59,0.011,101,0.007
92,2,0.956,66,0.034,65,0.005,1,0.002,59,0.002
93,2,0.995,66,0.004,59,0.001,65,0.000,1,0.000
94,2,0.832,66,0.145,59,0.019,71,0.002,65,0.001
95,3,0.614,143,0.177,71,0.085,62,0.021,142,0.020
98,2,0.953,59,0.019,66,0.018,65,0.003,71,0.003
100,2,0.771,66,0.210,65,0.009,1,0.004,59,0.002
101,1,0.354,101,0.147,2,0.111,3,0.106,100,0.100
103,2,0.429,66,0.376,24,0.038,143,0.034,1,0.026
106,2,0.908,66,0.041,3,0.032,71,0.008,1,0.004
107,2,0.994,66,0.005,65,0.001,59,0.000,1,0.000
108,2,1.000,59,0.000,65,0.000,66,0.000,71,0.000
112,2,0.955,59,0.025,66,0.011,71,0.005,65,0.001
114,2,0.825,1,0.142,100,0.018,101,0.008,66,0.003
118,2,0.985,59,0.011,62,0.002,66,0.001,65,0.000
119,2,0.985,66,0.005,65,0.005,59,0.004,71,0.000
126,3,0.999,45,0.000,71,0.000,1,0.000,66,0.000
129,71,0.306,2,0.195,31,0.120,3,0.100,62,0.031
130,3,0.995,1,0.003,71,0.001,72,0.000,58,0.000
132,3,1.000,1,0.000,45,0.000,86,0.000,142,0.000
133,3,0.950,2,0.036,1,0.009,71,0.004,66,0.000
134,3,0.993,1,0.002,45,0.001,71,0.001,142,0.000
135,3,0.996,72,0.003,71,0.000,86,0.000,58,0.000
139,3,0.981,71,0.011,45,0.004,142,0.000,86,0.000
144,3,0.953,142,0.029,66,0.010,61,0.005,9,0.001
146,71,0.666,3,0.154,2,0.056,142,0.049,66,0.018
147,3,0.997,71,0.001,45,0.001,1,0.001,5,0.000
149,3,0.998,1,0.001,142,0.001,72,0.000,71,0.000
150,3,0.955,1,0.040,45,0.001,71,0.001,66,0.001
154,1,0.406,3,0.314,71,0.179,2,0.037,46,0.025
155,3,0.985,1,0.012,71,0.001,2,0.001,72,0.000
156,3,0.881,1,0.104,45,0.010,86,0.002,23,0.001
157,3,0.895,1,0.100,45,0.003,2,0.000,72,0.000
161,3,0.794,1,0.193,71,0.004,2,0.002,72,0.002
162,3,0.493,1,0.461,45,0.025,72,0.013,2,0.004
163,3,0.625,1,0.358,23,0.007,71,0.003,2,0.002
165,3,0.994,45,0.005,1,0.000,71,0.000,72,0.000
167,3,0.983,71,0.013,72,0.003,2,0.000,1,0.000
169,3,0.996,1,0.004,71,0.000,2,0.000,72,0.000
170,3,0.941,142,0.058,71,0.000,1,0.000,58,0.000
171,3,0.959,45,0.032,1,0.003,71,0.001,86,0.001
173,3,0.998,1,0.001,72,0.000,45,0.000,86,0.000
175,3,0.991,1,0.005,71,0.002,45,0.000,49,0.000
178,3,0.998,1,0.001,72,0.001,45,0.000,23,0.000
179,4,1.000,27,0.000,29,0.000,13,0.000,30,0.000
180,4,0.999,27,0.000,29,0.000,30,0.000,107,0.000
183,4,0.961,13,0.019,98,0.005,105,0.002,108,0.002
185,4,0.989,27,0.009,29,0.001,107,0.000,13,0.000
186,4,0.987,27,0.010,150,0.001,128,0.000,26,0.000
190,4,0.996,27,0.003,29,0.001,107,0.000,108,0.000
191,4,0.919,30,0.037,13,0.014,32,0.008,10,0.006
192,4,0.917,13,0.078,27,0.002,108,0.001,32,0.000
193,4,0.998,27,0.001,30,0.000,108,0.000,13,0.000
