#mod db: cub_bby
#run db: cub_bby_tst
ImageId,Class0,Prob0,Class1,Prob1,Class2,Prob2,Class3,Prob3,Class4,Prob4
1,2,0.597,1,0.251,3,0.076,66,0.065,62,0.002
3,1,0.999,3,0.001,45,0.000,8,0.000,2,0.000
6,1,0.952,45,0.017,2,0.015,65,0.014,72,0.000
10,1,0.701,3,0.267,2,0.024,66,0.003,45,0.001
12,1,0.986,3,0.008,72,0.002,2,0.001,45,0.001
13,3,0.367,71,0.171,1,0.170,61,0.061,2,0.053
14,1,0.996,3,0.002,45,0.001,2,0.000,8,0.000
16,1,0.951,2,0.015,72,0.009,23,0.008,3,0.008
17,1,0.997,2,0.001,45,0.000,58,0.000,3,0.000
19,1,1.000,45,0.000,3,0.000,2,0.000,8,0.000
22,1,0.993,2,0.004,3,0.001,65,0.001,45,0.001
24,1,0.999,2,0.000,3,0.000,45,0.000,65,0.000
25,1,0.469,2,0.208,3,0.151,72,0.070,44,0.046
26,1,0.900,3,0.094,45,0.005,8,0.000,58,0.000
27,1,0.891,2,0.065,3,0.034,72,0.006,45,0.001
28,1,0.989,3,0.006,2,0.001,8,0.001,45,0.001
29,1,0.983,3,0.006,23,0.004,44,0.002,72,0.002
33,3,0.687,1,0.230,72,0.025,45,0.011,58,0.009
34,1,0.994,45,0.004,3,0.002,2,0.000,8,0.000
38,1,0.954,3,0.024,45,0.005,23,0.004,72,0.003
39,1,0.999,3,0.001,2,0.000,45,0.000,8,0.000
44,1,0.949,2,0.029,45,0.016,3,0.005,72,0.000
45,1,0.931,3,0.060,2,0.002,23,0.002,45,0.001
47,1,0.981,3,0.011,45,0.002,135,0.002,58,0.001
48,3,0.735,1,0.241,2,0.020,71,0.003,45,0.000
50,1,0.985,2,0.007,3,0.004,45,0.002,23,0.001
52,3,0.995,1,0.003,2,0.000,44,0.000,72,0.000
54,1,0.934,2,0.058,72,0.003,3,0.002,44,0.001
57,1,0.999,2,0.000,45,0.000,23,0.000,3,0.000
59,1,0.992,2,0.006,45,0.002,8,0.000,3,0.000
61,2,0.366,1,0.327,3,0.252,62,0.012,72,0.012
63,2,0.972,66,0.016,3,0.004,1,0.003,84,0.001
65,2,0.998,66,0.001,1,0.000,59,0.000,3,0.000
68,2,0.999,1,0.000,44,0.000,3,0.000,66,0.000
70,2,0.713,3,0.131,66,0.068,59,0.026,62,0.025
71,2,0.992,65,0.004,59,0.002,44,0.001,66,0.000
76,2,0.999,3,0.000,66,0.000,1,0.000,84,0.000
79,2,1.000,66,0.000,1,0.000,65,0.000,72,0.000
82,2,0.980,66,0.007,3,0.003,1,0.002,65,0.001
83,2,1.000,44,0.000,66,0.000,100,0.000,59,0.000
85,2,0.994,66,0.002,1,0.001,45,0.001,84,0.001
87,84,0.638,45,0.132,2,0.132,65,0.040,66,0.038
88,2,0.120,199,0.098,71,0.086,4,0.077,22,0.057
90,2,0.989,66,0.005,59,0.004,1,0.000,44,0.000
91,2,0.978,66,0.015,101,0.002,1,0.002,72,0.001
92,2,0.997,66,0.002,1,0.001,65,0.000,3,0.000
93,2,1.000,66,0.000,1,0.000,44,0.000,3,0.000
94,2,0.991,59,0.003,66,0.003,84,0.000,44,0.000
95,3,0.487,2,0.219,143,0.093,62,0.064,66,0.055
98,2,0.974,65,0.005,84,0.004,45,0.003,59,0.003
100,2,0.836,1,0.118,3,0.017,45,0.012,66,0.006
101,2,0.558,3,0.214,62,0.036,1,0.033,72,0.033
103,2,0.996,1,0.002,3,0.001,44,0.001,84,0.000
106,2,0.997,1,0.001,66,0.001,3,0.000,84,0.000
107,2,0.998,66,0.001,1,0.001,3,0.000,84,0.000
108,2,1.000,44,0.000,72,0.000,3,0.000,1,0.000
112,2,0.982,59,0.009,66,0.003,71,0.002,65,0.002
114,2,0.786,1,0.204,3,0.007,72,0.002,66,0.001
118,2,0.994,59,0.002,84,0.002,3,0.001,66,0.000
119,2,0.928,59,0.052,66,0.009,65,0.006,84,0.001
126,3,0.999,2,0.001,84,0.000,1,0.000,45,0.000
129,3,0.996,1,0.002,186,0.001,71,0.000,135,0.000
130,3,0.991,1,0.009,2,0.001,66,0.000,72,0.000
132,3,1.000,2,0.000,1,0.000,66,0.000,71,0.000
133,3,0.995,2,0.003,1,0.001,66,0.000,71,0.000
134,3,0.998,66,0.001,1,0.000,2,0.000,45,0.000
135,3,0.982,1,0.013,2,0.002,72,0.001,66,0.001
139,3,0.737,63,0.055,45,0.038,114,0.025,60,0.014
144,3,0.997,1,0.001,2,0.001,66,0.001,45,0.000
146,3,0.996,66,0.001,2,0.001,1,0.001,71,0.000
147,3,0.970,1,0.023,2,0.004,66,0.001,45,0.001
149,3,0.995,1,0.004,45,0.000,72,0.000,71,0.000
150,3,0.966,45,0.014,62,0.006,143,0.003,66,0.003
154,1,0.610,3,0.355,186,0.009,2,0.008,45,0.008
155,3,0.938,1,0.051,2,0.011,45,0.001,66,0.000
156,3,0.998,1,0.002,66,0.000,71,0.000,2,0.000
157,3,0.987,1,0.013,45,0.000,2,0.000,66,0.000
161,3,0.994,1,0.004,2,0.001,66,0.000,72,0.000
162,3,0.903,1,0.090,45,0.004,72,0.001,2,0.001
163,1,0.869,3,0.127,2,0.002,72,0.001,23,0.000
165,3,0.998,2,0.001,45,0.000,1,0.000,66,0.000
167,3,0.991,2,0.006,1,0.002,72,0.000,66,0.000
169,3,0.999,1,0.001,45,0.000,2,0.000,66,0.000
170,3,0.994,142,0.003,1,0.001,66,0.001,71,0.001
171,3,0.971,45,0.016,5,0.003,58,0.002,8,0.002
173,3,0.999,1,0.001,2,0.001,45,0.000,66,0.000
175,3,0.999,1,0.000,2,0.000,71,0.000,45,0.000
178,3,0.975,1,0.023,72,0.001,2,0.000,45,0.000
179,4,0.995,27,0.002,30,0.002,43,0.000,107,0.000
180,4,0.999,107,0.000,110,0.000,128,0.000,27,0.000
183,4,0.983,43,0.003,27,0.002,109,0.002,187,0.002
185,4,0.981,27,0.015,107,0.002,30,0.001,26,0.000
186,4,0.995,27,0.001,52,0.001,30,0.001,150,0.000
190,4,0.995,26,0.001,29,0.001,27,0.001,107,0.000
191,4,0.995,30,0.004,13,0.000,10,0.000,26,0.000
192,4,0.966,27,0.020,30,0.008,29,0.002,26,0.001
193,4,0.972,27,0.015,30,0.008,13,0.002,26,0.001
198,4,0.975,27,0.006,30,0.003,26,0.002,25,0.002
199,4,0.998,30,0.002,107,0.000,29,0.000,27,0.000
200,4,0.999,27,0.000,30,0.000,187,0.000,107,0.000
201,4,0.994,27,0.004,30,0.001,26,0.000,29,0.000
205,4,0.998,107,0.001,30,0.000,108,0.000,27,0.000
207,4,0.945,27,0.053,26,0.001,43,0.000,74,0.000
208,4,0.998,27,0.001,26,0.001,30,0.000,187,0.000
210,27,0.469,4,0.272,108,0.197,13,0.031,30,0.005
211,4,0.997,30,0.001,26,0.000,27,0.000,107,0.000
212,4,0.988,30,0.006,26,0.002,29,0.001,27,0.001
214,4,1.000,27,0.000,13,0.000,30,0.000,107,0.000
217,4,0.997,107,0.001,187,0.000,30,0.000,25,0.000
219,4,0.999,107,0.000,30,0.000,27,0.000,52,0.000
223,4,0.547,107,0.179,29,0.134,30,0.064,27,0.040
226,4,0.996,30,0.003,107,0.001,27,0.000,29,0.000
229,4,0.999,187,0.000,27,0.000,26,0.000,30,0.000
231,4,0.993,30,0.002,107,0.002,26,0.001,27,0.000
233,4,0.817,128,0.038,27,0.029,43,0.019,107,0.017
234,4,0.999,27,0.001,107,0.000,30,0.000,26,0.000
236,4,0.851,27,0.032,107,0.031,30,0.031,29,0.017
237,4,0.999,27,0.001,26,0.000,107,0.000,43,0.000
239,5,0.994,8,0.004,24,0.002,58,0.000,7,0.000
240,5,0.998,24,0.002,7,0.000,8,0.000,58,0.000
244,8,0.874,58,0.025,5,0.017,7,0.016,45,0.011
246,5,0.995,8,0.001,106,0.001,7,0.001,24,0.001
251,5,0.993,24,0.002,61,0.001,185,0.001,7,0.000
252,5,0.955,7,0.038,6,0.003,58,0.001,8,0.001
255,5,0.999,7,0.001,8,0.000,10,0.000,24,0.000
259,5,0.998,7,0.001,24,0.000,58,0.000,9,0.000
260,5,0.998,7,0.001,24,0.001,10,0.000,58,0.000
265,5,0.968,7,0.032,8,0.000,6,0.000,58,0.000
271,5,0.374,8,0.361,25,0.043,26,0.042,58,0.039
277,5,0.997,7,0.001,8,0.000,24,0.000,185,0.000
279,5,0.980,7,0.019,58,0.000,8,0.000,6,0.000
282,5,0.878,8,0.068,7,0.034,58,0.002,24,0.002
286,6,0.997,7,0.002,150,0.000,187,0.000,128,0.000
292,6,0.997,7,0.002,150,0.001,58,0.000,128,0.000
298,6,0.950,7,0.021,187,0.016,58,0.003,122,0.002
300,6,0.994,187,0.003,7,0.002,58,0.000,150,0.000
304,6,0.945,7,0.040,58,0.005,150,0.003,120,0.002
308,6,0.998,7,0.001,187,0.000,58,0.000,8,0.000
309,6,0.997,150,0.001,7,0.001,58,0.000,81,0.000
311,187,0.376,58,0.372,89,0.028,8,0.026,98,0.025
312,6,0.992,7,0.007,58,0.001,5,0.000,8,0.000
314,6,0.999,7,0.001,58,0.000,187,0.000,150,0.000
315,6,0.999,150,0.000,7,0.000,128,0.000,40,0.000
325,7,0.997,58,0.001,5,0.001,6,0.000,122,0.000
329,7,0.998,5,0.001,6,0.001,58,0.000,106,0.000
330,7,0.998,5,0.002,6,0.000,58,0.000,106,0.000
337,7,0.972,6,0.023,5,0.003,58,0.001,8,0.001
340,7,1.000,5,0.000,6,0.000,94,0.000,58,0.000
343,7,0.999,5,0.000,6,0.000,58,0.000,106,0.000
344,7,0.951,6,0.046,58,0.001,187,0.001,5,0.000
346,7,0.986,5,0.007,8,0.004,6,0.001,58,0.001
348,7,0.999,5,0.000,58,0.000,6,0.000,65,0.000
350,7,0.977,5,0.019,58,0.002,6,0.000,8,0.000
351,7,0.998,6,0.001,58,0.000,72,0.000,65,0.000
352,7,0.998,58,0.001,5,0.000,6,0.000,72,0.000
354,7,0.648,8,0.311,5,0.023,58,0.008,45,0.003
356,7,0.999,5,0.001,58,0.000,65,0.000,8,0.000
357,7,0.999,6,0.000,5,0.000,58,0.000,106,0.000
360,7,0.998,6,0.001,58,0.000,5,0.000,72,0.000
363,7,0.966,6,0.032,58,0.001,65,0.000,106,0.000
365,7,0.977,58,0.008,6,0.004,5,0.003,72,0.001
369,7,0.998,5,0.001,6,0.000,106,0.000,58,0.000
370,7,0.998,6,0.001,58,0.001,106,0.000,5,0.000
371,7,0.996,5,0.002,6,0.001,106,0.001,58,0.000
372,7,0.948,5,0.031,8,0.004,6,0.004,106,0.001
373,7,0.969,8,0.008,6,0.007,5,0.006,58,0.002
381,8,0.983,106,0.005,187,0.002,50,0.002,128,0.001
382,8,0.804,1,0.180,23,0.006,52,0.002,45,0.001
383,8,0.998,5,0.001,1,0.001,45,0.000,72,0.000
384,5,0.671,7,0.146,6,0.045,128,0.028,8,0.014
