#mod db: cub_sm
#run db: cub_sm_tst
ImageId,Class0,Prob0,Class1,Prob1,Class2,Prob2,Class3,Prob3,Class4,Prob4
1,2,0.764,1,0.219,3,0.009,66,0.006,60,0.001
3,1,0.955,2,0.023,3,0.020,45,0.001,66,0.000
6,2,0.561,1,0.407,45,0.011,72,0.008,3,0.007
10,2,0.832,1,0.125,3,0.038,66,0.002,71,0.002
12,1,0.988,2,0.007,3,0.003,72,0.001,45,0.000
13,71,0.186,3,0.179,1,0.143,61,0.122,46,0.096
14,1,0.946,2,0.029,3,0.015,45,0.009,72,0.001
16,1,0.985,2,0.010,3,0.003,45,0.001,72,0.001
17,1,0.982,2,0.006,71,0.004,3,0.003,72,0.002
19,1,0.624,2,0.329,3,0.040,45,0.004,65,0.001
22,1,0.894,2,0.102,66,0.002,65,0.001,3,0.000
24,1,0.900,2,0.090,3,0.005,65,0.002,66,0.001
25,1,0.908,72,0.043,3,0.034,71,0.006,45,0.005
26,1,0.757,2,0.129,3,0.104,45,0.004,66,0.003
27,1,0.801,23,0.100,72,0.056,3,0.028,2,0.007
28,3,0.830,1,0.113,45,0.039,72,0.009,8,0.002
29,1,0.422,3,0.409,45,0.101,2,0.049,72,0.012
33,1,0.497,3,0.333,23,0.111,72,0.024,8,0.014
34,1,0.863,2,0.132,3,0.003,45,0.001,65,0.000
38,1,0.971,23,0.009,3,0.007,2,0.007,72,0.004
39,1,0.984,3,0.010,45,0.005,2,0.001,72,0.000
44,3,0.622,1,0.315,2,0.050,45,0.009,72,0.003
45,1,0.801,3,0.178,2,0.018,72,0.001,45,0.001
47,1,0.901,2,0.070,65,0.019,72,0.004,66,0.001
48,3,0.445,2,0.442,1,0.075,44,0.011,45,0.007
50,3,0.924,1,0.060,72,0.006,2,0.004,45,0.003
52,3,0.962,1,0.018,2,0.011,72,0.005,45,0.003
54,1,0.936,3,0.036,23,0.017,72,0.006,2,0.002
57,3,0.560,1,0.270,45,0.076,72,0.060,2,0.026
59,1,0.630,2,0.238,72,0.092,45,0.015,3,0.011
61,2,0.513,1,0.366,3,0.083,45,0.034,72,0.001
63,2,0.992,1,0.004,3,0.003,66,0.000,59,0.000
65,2,0.997,1,0.001,66,0.001,3,0.001,65,0.000
68,2,0.996,3,0.001,71,0.001,44,0.001,59,0.000
70,3,0.434,145,0.277,143,0.102,101,0.042,2,0.037
71,2,0.978,65,0.010,66,0.007,59,0.002,3,0.001
76,2,0.988,3,0.005,1,0.004,66,0.001,45,0.001
79,2,0.984,1,0.013,3,0.002,45,0.000,66,0.000
82,2,0.934,3,0.043,1,0.011,45,0.008,66,0.001
83,2,0.996,44,0.003,72,0.000,71,0.000,65,0.000
85,2,0.993,3,0.003,1,0.002,66,0.001,45,0.001
87,84,0.325,66,0.242,59,0.161,65,0.101,64,0.054
88,2,0.359,110,0.128,72,0.097,65,0.092,3,0.089
90,2,0.995,66,0.002,59,0.001,1,0.001,3,0.000
91,46,0.349,1,0.325,60,0.069,51,0.057,61,0.044
92,2,0.993,66,0.004,1,0.002,65,0.001,3,0.000
93,2,0.997,65,0.002,66,0.000,44,0.000,59,0.000
94,2,0.968,66,0.026,65,0.002,59,0.002,1,0.001
95,3,0.694,2,0.252,84,0.016,45,0.013,71,0.008
98,2,0.966,65,0.015,59,0.008,66,0.002,45,0.002
100,2,0.946,3,0.017,1,0.014,45,0.008,66,0.005
101,3,0.890,2,0.080,45,0.014,1,0.009,72,0.002
103,2,0.988,1,0.005,66,0.003,3,0.002,44,0.001
106,2,0.996,3,0.003,1,0.001,66,0.001,65,0.000
107,2,0.998,1,0.001,3,0.000,66,0.000,65,0.000
108,2,0.912,3,0.066,72,0.007,1,0.005,44,0.003
112,2,0.982,59,0.006,3,0.003,66,0.003,65,0.002
114,2,0.927,1,0.058,3,0.013,45,0.001,66,0.000
118,2,0.932,66,0.039,59,0.013,3,0.005,65,0.005
119,2,0.964,66,0.020,59,0.007,65,0.004,3,0.001
126,3,0.911,2,0.072,45,0.011,84,0.003,1,0.001
129,3,0.949,84,0.010,71,0.005,45,0.005,62,0.004
130,3,0.864,2,0.090,1,0.043,45,0.002,72,0.000
132,3,0.999,71,0.000,2,0.000,1,0.000,72,0.000
133,3,0.705,2,0.138,71,0.081,142,0.035,72,0.012
134,3,0.992,45,0.003,1,0.001,2,0.001,72,0.001
135,3,0.998,1,0.001,71,0.001,72,0.000,2,0.000
139,3,0.863,2,0.027,45,0.025,93,0.020,71,0.019
144,3,0.922,2,0.057,66,0.006,1,0.004,45,0.004
146,3,0.839,63,0.093,45,0.019,91,0.014,71,0.012
147,3,0.826,1,0.104,2,0.057,45,0.005,71,0.003
149,3,0.978,1,0.015,2,0.003,72,0.002,45,0.001
