#mod db: cub_sm
#run db: cub_sm_tst
ImageId,Class0,Prob0,Class1,Prob1,Class2,Prob2,Class3,Prob3,Class4,Prob4
1,2,0.729,1,0.252,3,0.008,66,0.006,65,0.003
3,1,1.000,3,0.000,45,0.000,2,0.000,8,0.000
6,1,0.967,2,0.028,72,0.003,65,0.001,45,0.001
10,3,0.601,2,0.282,1,0.106,66,0.005,71,0.001
12,1,0.942,45,0.052,72,0.004,2,0.002,3,0.000
13,60,0.474,61,0.142,66,0.083,62,0.077,1,0.051
14,1,0.990,3,0.005,45,0.004,2,0.001,72,0.000
16,1,0.992,3,0.003,23,0.002,2,0.001,72,0.001
17,1,0.997,3,0.001,72,0.001,45,0.000,71,0.000
19,1,0.998,45,0.001,72,0.000,2,0.000,3,0.000
22,1,0.997,2,0.001,72,0.000,65,0.000,45,0.000
24,1,1.000,45,0.000,2,0.000,3,0.000,72,0.000
25,1,0.917,2,0.053,3,0.023,72,0.004,45,0.003
26,1,0.898,3,0.093,45,0.005,2,0.003,72,0.001
27,1,0.951,2,0.041,72,0.005,3,0.002,45,0.000
28,1,0.957,2,0.011,72,0.009,8,0.008,3,0.006
29,3,0.971,1,0.011,45,0.010,72,0.003,2,0.002
33,1,0.512,3,0.303,23,0.074,58,0.039,8,0.023
34,1,0.983,2,0.014,45,0.001,3,0.001,66,0.000
38,1,0.947,3,0.019,72,0.014,45,0.006,2,0.005
39,1,0.989,3,0.010,45,0.001,2,0.001,72,0.000
44,1,0.945,2,0.034,3,0.011,45,0.007,72,0.003
45,1,0.864,3,0.124,2,0.009,23,0.001,72,0.000
47,1,0.902,2,0.094,3,0.002,72,0.001,45,0.000
48,3,0.983,71,0.008,72,0.003,1,0.002,2,0.002
50,1,0.982,3,0.011,2,0.003,72,0.002,45,0.001
52,3,0.984,72,0.005,1,0.004,2,0.003,45,0.001
54,1,0.997,72,0.002,23,0.001,2,0.000,3,0.000
57,2,0.422,72,0.303,3,0.174,45,0.063,1,0.022
59,1,0.999,8,0.000,45,0.000,72,0.000,2,0.000
61,2,0.457,1,0.375,3,0.085,72,0.035,71,0.028
63,2,0.995,3,0.003,66,0.001,1,0.000,45,0.000
65,2,0.999,3,0.000,1,0.000,66,0.000,45,0.000
68,2,0.875,45,0.102,84,0.010,3,0.004,71,0.003
70,143,0.443,3,0.178,101,0.132,2,0.084,44,0.040
71,2,0.764,44,0.119,65,0.068,66,0.036,59,0.011
76,2,0.999,3,0.000,1,0.000,45,0.000,66,0.000
79,2,0.988,1,0.009,3,0.002,45,0.000,66,0.000
82,2,0.549,3,0.321,45,0.047,84,0.024,63,0.023
83,2,1.000,44,0.000,3,0.000,66,0.000,100,0.000
85,2,0.995,45,0.002,65,0.001,1,0.001,3,0.000
87,84,0.476,45,0.224,64,0.093,63,0.059,66,0.037
88,110,0.709,71,0.084,2,0.045,194,0.033,3,0.030
90,2,0.993,66,0.006,3,0.000,59,0.000,44,0.000
91,1,0.459,2,0.148,3,0.110,50,0.058,143,0.037
92,2,0.997,65,0.001,66,0.001,1,0.000,3,0.000
93,2,0.999,3,0.000,65,0.000,66,0.000,44,0.000
94,2,0.992,66,0.006,44,0.001,65,0.000,59,0.000
95,3,0.554,2,0.443,71,0.001,45,0.001,143,0.001
98,2,0.986,59,0.008,66,0.004,65,0.001,3,0.000
100,2,0.978,3,0.010,65,0.005,66,0.002,1,0.001
101,3,0.617,72,0.111,2,0.073,45,0.053,1,0.047
103,2,0.993,3,0.002,1,0.002,66,0.001,44,0.000
106,2,0.997,3,0.002,1,0.001,66,0.000,84,0.000
107,2,1.000,3,0.000,44,0.000,66,0.000,1,0.000
108,2,0.928,3,0.067,1,0.004,72,0.000,45,0.000
112,2,0.992,66,0.004,59,0.002,3,0.002,44,0.001
114,2,0.975,1,0.020,3,0.004,45,0.001,72,0.000
118,2,0.960,3,0.028,66,0.005,84,0.003,59,0.001
119,2,0.980,66,0.008,59,0.003,44,0.003,3,0.002
126,3,0.996,45,0.002,2,0.001,71,0.000,84,0.000
129,3,0.993,71,0.004,2,0.000,63,0.000,62,0.000
130,3,0.989,2,0.010,1,0.001,66,0.000,45,0.000
132,3,1.000,2,0.000,66,0.000,58,0.000,1,0.000
133,3,0.984,2,0.012,1,0.003,71,0.001,45,0.000
134,3,0.998,45,0.001,1,0.000,2,0.000,66,0.000
135,3,0.999,1,0.000,2,0.000,45,0.000,71,0.000
139,3,0.715,71,0.076,198,0.053,45,0.043,135,0.024
144,3,0.998,2,0.001,1,0.000,58,0.000,45,0.000
146,3,0.995,2,0.004,71,0.000,58,0.000,1,0.000
147,3,0.941,1,0.037,2,0.021,66,0.000,45,0.000
149,3,0.993,1,0.005,71,0.001,72,0.001,45,0.000
150,3,0.983,45,0.007,2,0.004,1,0.004,71,0.001
154,3,0.929,1,0.029,45,0.010,2,0.006,71,0.006
155,3,0.995,1,0.003,2,0.003,71,0.000,45,0.000
156,58,0.385,8,0.288,3,0.136,1,0.069,198,0.029
157,3,0.499,1,0.498,45,0.001,2,0.000,66,0.000
161,3,0.986,1,0.011,45,0.002,2,0.001,72,0.000
162,1,0.444,3,0.286,45,0.256,72,0.008,71,0.002
163,1,0.797,3,0.190,2,0.006,45,0.003,72,0.002
165,3,0.991,45,0.007,2,0.001,1,0.001,71,0.000
167,3,0.961,2,0.030,1,0.007,45,0.002,72,0.000
169,3,0.973,1,0.025,2,0.001,45,0.001,71,0.000
170,3,0.999,71,0.001,1,0.000,2,0.000,142,0.000
171,3,0.907,58,0.060,8,0.009,5,0.007,7,0.003
173,3,0.999,1,0.000,2,0.000,71,0.000,45,0.000
175,3,1.000,1,0.000,2,0.000,71,0.000,45,0.000
178,3,0.993,1,0.006,2,0.000,45,0.000,72,0.000
179,4,0.821,30,0.153,27,0.010,26,0.006,11,0.004
180,4,0.999,27,0.000,26,0.000,194,0.000,128,0.000
183,4,0.964,27,0.009,43,0.006,120,0.003,170,0.002
185,4,0.966,27,0.033,108,0.000,30,0.000,26,0.000
186,4,0.999,27,0.000,30,0.000,128,0.000,120,0.000
190,4,0.994,26,0.002,27,0.001,107,0.001,30,0.000
191,4,0.459,13,0.364,30,0.128,108,0.028,33,0.005
192,4,0.997,30,0.003,27,0.000,26,0.000,21,0.000
193,4,0.997,27,0.003,30,0.000,26,0.000,32,0.000
198,4,0.998,92,0.000,27,0.000,187,0.000,25,0.000
199,4,1.000,27,0.000,30,0.000,26,0.000,107,0.000
200,4,1.000,27,0.000,30,0.000,26,0.000,11,0.000
201,4,0.998,27,0.001,26,0.000,30,0.000,108,0.000
205,4,0.995,30,0.003,107,0.001,108,0.000,27,0.000
207,4,0.996,27,0.004,54,0.000,26,0.000,105,0.000
208,4,0.999,27,0.001,26,0.000,128,0.000,125,0.000
210,4,0.681,9,0.166,108,0.042,27,0.035,30,0.030
211,4,0.999,30,0.001,26,0.000,27,0.000,98,0.000
212,4,0.999,30,0.001,108,0.000,32,0.000,37,0.000
214,4,1.000,30,0.000,27,0.000,107,0.000,26,0.000
217,4,0.978,92,0.010,187,0.003,25,0.001,108,0.001
219,4,0.990,30,0.002,108,0.001,98,0.001,25,0.001
223,4,0.563,9,0.149,27,0.100,108,0.052,29,0.040
226,4,0.995,27,0.003,30,0.001,9,0.000,107,0.000
229,4,0.991,22,0.004,30,0.002,107,0.001,26,0.000
231,4,0.990,30,0.004,27,0.002,26,0.001,107,0.001
233,4,0.906,11,0.047,26,0.010,27,0.010,128,0.005
234,4,0.998,27,0.002,30,0.000,26,0.000,128,0.000
236,4,0.997,108,0.001,27,0.001,30,0.001,107,0.000
237,4,0.998,27,0.001,30,0.000,26,0.000,108,0.000
239,5,0.999,24,0.000,8,0.000,7,0.000,58,0.000
240,5,1.000,7,0.000,24,0.000,58,0.000,3,0.000
244,8,0.662,3,0.092,58,0.090,9,0.047,6,0.028
246,5,0.996,7,0.002,8,0.000,166,0.000,24,0.000
251,5,0.999,7,0.001,166,0.000,24,0.000,8,0.000
