#mod db: cub_sm
#run db: cub_sm_tst
ImageId,Class0,Prob0,Class1,Prob1,Class2,Prob2,Class3,Prob3,Class4,Prob4
1,1,0.991,2,0.009,3,0.000,45,0.000,186,0.000
3,1,1.000,8,0.000,45,0.000,23,0.000,3,0.000
6,1,1.000,45,0.000,3,0.000,23,0.000,8,0.000
10,3,0.989,2,0.008,1,0.004,71,0.000,72,0.000
12,1,1.000,45,0.000,23,0.000,3,0.000,8,0.000
13,3,0.500,2,0.367,71,0.108,1,0.024,72,0.000
14,1,1.000,45,0.000,3,0.000,23,0.000,2,0.000
16,1,1.000,45,0.000,3,0.000,23,0.000,2,0.000
17,1,1.000,2,0.000,3,0.000,45,0.000,23,0.000
19,1,1.000,45,0.000,8,0.000,3,0.000,23,0.000
22,1,1.000,45,0.000,8,0.000,3,0.000,23,0.000
24,1,1.000,45,0.000,8,0.000,3,0.000,23,0.000
25,3,0.987,1,0.012,2,0.001,72,0.000,45,0.000
26,1,0.998,3,0.002,45,0.000,2,0.000,23,0.000
27,1,0.997,2,0.002,3,0.001,23,0.000,72,0.000
28,1,0.857,3,0.139,45,0.004,23,0.000,72,0.000
29,1,0.993,3,0.007,2,0.000,45,0.000,23,0.000
33,1,0.993,3,0.005,23,0.001,8,0.000,45,0.000
34,1,1.000,45,0.000,3,0.000,23,0.000,8,0.000
38,8,0.787,1,0.192,23,0.020,45,0.000,72,0.000
39,1,1.000,3,0.000,45,0.000,23,0.000,2,0.000
44,1,0.634,3,0.366,45,0.000,2,0.000,72,0.000
45,1,1.000,3,0.000,23,0.000,45,0.000,2,0.000
47,25,0.683,23,0.281,44,0.026,24,0.009,1,0.001
48,1,0.652,3,0.329,2,0.018,72,0.000,45,0.000
50,3,0.832,1,0.168,2,0.000,45,0.000,72,0.000
52,3,0.974,72,0.015,1,0.010,23,0.001,45,0.000
54,1,1.000,3,0.000,23,0.000,45,0.000,2,0.000
57,1,0.954,3,0.036,45,0.006,2,0.002,23,0.001
59,1,1.000,45,0.000,3,0.000,2,0.000,23,0.000
61,1,0.840,3,0.159,2,0.001,45,0.000,72,0.000
63,2,1.000,66,0.000,3,0.000,71,0.000,59,0.000
65,2,1.000,1,0.000,84,0.000,186,0.000,178,0.000
68,2,0.996,3,0.001,71,0.001,59,0.001,1,0.000
70,143,0.926,141,0.024,59,0.014,2,0.008,145,0.006
71,2,1.000,66,0.000,59,0.000,71,0.000,44,0.000
76,2,1.000,186,0.000,1,0.000,71,0.000,84,0.000
79,2,0.949,1,0.045,3,0.005,65,0.001,45,0.000
82,45,0.786,2,0.126,65,0.041,84,0.019,1,0.016
83,2,1.000,71,0.000,59,0.000,44,0.000,66,0.000
85,2,1.000,84,0.000,1,0.000,3,0.000,65,0.000
87,84,0.554,45,0.345,65,0.078,60,0.021,2,0.002
88,199,0.486,195,0.301,149,0.095,194,0.061,197,0.017
90,2,0.999,66,0.001,59,0.000,71,0.000,3,0.000
91,25,0.526,90,0.145,58,0.134,86,0.109,53,0.026
92,2,1.000,1,0.000,65,0.000,66,0.000,3,0.000
93,2,1.000,59,0.000,66,0.000,1,0.000,65,0.000
94,2,0.999,59,0.001,66,0.000,44,0.000,71,0.000
95,3,0.999,71,0.001,2,0.000,45,0.000,72,0.000
98,2,0.998,59,0.001,3,0.000,71,0.000,44,0.000
100,2,0.996,66,0.002,59,0.002,65,0.000,1,0.000
101,1,0.903,3,0.059,45,0.026,2,0.011,23,0.001
103,2,0.951,1,0.049,3,0.000,84,0.000,186,0.000
106,2,0.999,1,0.000,3,0.000,44,0.000,71,0.000
107,2,1.000,59,0.000,44,0.000,66,0.000,71,0.000
108,1,0.667,3,0.228,2,0.105,45,0.000,72,0.000
112,2,1.000,44,0.000,59,0.000,71,0.000,66,0.000
114,2,0.892,1,0.107,3,0.000,71,0.000,45,0.000
118,2,1.000,59,0.000,84,0.000,71,0.000,186,0.000
119,2,0.999,66,0.000,59,0.000,84,0.000,65,0.000
126,3,1.000,45,0.000,71,0.000,142,0.000,72,0.000
129,71,0.878,2,0.074,186,0.042,3,0.006,1,0.000
130,3,0.997,1,0.003,45,0.000,2,0.000,72,0.000
132,3,1.000,45,0.000,71,0.000,72,0.000,1,0.000
133,2,0.983,71,0.008,3,0.008,1,0.000,186,0.000
134,3,1.000,71,0.000,72,0.000,45,0.000,135,0.000
135,3,1.000,2,0.000,1,0.000,71,0.000,72,0.000
139,3,1.000,45,0.000,1,0.000,9,0.000,72,0.000
144,3,1.000,9,0.000,142,0.000,61,0.000,45,0.000
146,3,1.000,45,0.000,72,0.000,1,0.000,71,0.000
147,3,1.000,45,0.000,1,0.000,72,0.000,9,0.000
