#mod db: cub_sm
#run db: cub_sm_tst
ImageId,Class0,Prob0,Class1,Prob1,Class2,Prob2,Class3,Prob3,Class4,Prob4
1,1,0.930,2,0.063,66,0.003,3,0.003,62,0.000
3,1,0.953,3,0.044,45,0.002,72,0.000,2,0.000
6,1,0.997,3,0.002,2,0.001,62,0.000,45,0.000
10,1,0.569,3,0.365,2,0.063,71,0.001,66,0.001
12,1,0.987,3,0.010,2,0.001,45,0.001,72,0.001
13,60,0.134,185,0.126,66,0.113,1,0.100,61,0.088
14,1,0.989,3,0.010,45,0.001,72,0.000,23,0.000
16,1,0.982,3,0.009,45,0.005,23,0.002,72,0.001
17,1,0.995,3,0.003,62,0.001,66,0.000,86,0.000
19,1,0.957,3,0.027,45,0.008,2,0.006,72,0.001
22,1,0.978,2,0.020,3,0.001,45,0.000,65,0.000
24,1,0.997,3,0.003,45,0.000,2,0.000,72,0.000
25,1,0.822,3,0.138,72,0.026,2,0.006,45,0.005
26,1,0.703,3,0.254,61,0.013,72,0.007,45,0.005
27,1,0.838,3,0.100,45,0.040,72,0.016,2,0.005
28,1,0.878,3,0.074,45,0.036,23,0.004,72,0.003
29,3,0.600,1,0.300,2,0.048,45,0.033,72,0.007
33,3,0.521,1,0.430,72,0.016,23,0.010,45,0.008
34,1,0.995,2,0.003,3,0.001,45,0.000,65,0.000
38,1,0.971,3,0.014,72,0.008,45,0.003,2,0.002
39,1,0.966,3,0.032,45,0.001,72,0.000,2,0.000
44,3,0.959,1,0.038,2,0.001,72,0.001,45,0.000
45,1,0.739,3,0.256,2,0.003,72,0.001,23,0.000
47,1,0.501,2,0.487,3,0.006,72,0.002,65,0.002
48,3,0.955,2,0.015,1,0.008,45,0.006,72,0.006
50,1,0.859,3,0.138,2,0.001,72,0.000,45,0.000
52,3,0.997,2,0.002,45,0.000,1,0.000,72,0.000
54,1,0.843,3,0.156,2,0.001,45,0.000,72,0.000
57,1,0.377,3,0.287,2,0.254,72,0.053,45,0.016
59,1,0.967,2,0.028,3,0.004,72,0.000,45,0.000
61,2,0.623,1,0.316,3,0.059,62,0.000,45,0.000
63,2,0.991,3,0.007,1,0.001,66,0.000,59,0.000
65,2,0.988,66,0.005,1,0.005,3,0.001,59,0.000
68,2,0.975,71,0.008,59,0.006,3,0.006,84,0.001
70,3,0.407,143,0.123,100,0.111,101,0.111,68,0.069
71,2,0.752,66,0.160,65,0.034,59,0.022,44,0.009
76,2,0.993,3,0.004,65,0.001,45,0.001,1,0.000
79,2,0.917,1,0.055,3,0.028,45,0.000,66,0.000
82,2,0.541,3,0.268,45,0.125,84,0.024,1,0.022
83,2,0.997,1,0.001,72,0.001,71,0.000,3,0.000
85,2,0.996,65,0.002,66,0.001,1,0.000,45,0.000
87,84,0.787,63,0.052,62,0.046,64,0.037,45,0.026
88,2,0.839,3,0.067,71,0.032,65,0.024,62,0.009
90,2,0.941,66,0.049,59,0.005,3,0.003,1,0.001
91,1,0.606,3,0.361,23,0.007,72,0.006,68,0.004
92,2,0.995,65,0.002,1,0.002,66,0.001,3,0.000
93,2,0.996,3,0.002,65,0.001,59,0.001,71,0.000
94,2,0.956,44,0.013,66,0.010,59,0.008,3,0.004
95,2,0.504,3,0.351,71,0.038,145,0.025,59,0.019
