#mod db: cub_sm
#run db: cub_sm_tst
ImageId,Class0,Prob0,Class1,Prob1,Class2,Prob2,Class3,Prob3,Class4,Prob4
1,1,0.559,2,0.389,3,0.031,71,0.007,23,0.006
3,1,0.999,45,0.001,8,0.000,3,0.000,23,0.000
6,45,0.906,65,0.053,1,0.034,72,0.003,2,0.002
10,3,0.817,1,0.181,45,0.001,2,0.000,58,0.000
12,1,0.862,45,0.131,72,0.002,2,0.002,3,0.001
13,1,0.275,3,0.172,71,0.130,23,0.069,186,0.067
14,1,0.987,45,0.013,3,0.001,72,0.000,2,0.000
16,1,0.857,45,0.103,3,0.038,72,0.001,8,0.000
17,1,0.991,3,0.003,45,0.002,46,0.001,71,0.001
19,1,0.988,45,0.004,8,0.004,3,0.003,72,0.001
22,1,0.938,65,0.016,72,0.015,71,0.012,45,0.004
24,1,0.980,72,0.007,86,0.003,71,0.003,8,0.002
25,1,0.896,45,0.079,72,0.013,3,0.007,8,0.003
26,1,0.810,3,0.091,8,0.044,46,0.032,86,0.007
27,1,0.906,23,0.076,3,0.008,72,0.006,45,0.001
28,1,0.649,3,0.162,45,0.157,8,0.025,23,0.002
29,3,0.658,72,0.271,45,0.043,1,0.022,71,0.002
33,3,0.394,1,0.236,72,0.229,8,0.071,45,0.041
34,1,0.981,3,0.015,45,0.002,2,0.002,23,0.000
38,8,0.960,1,0.026,23,0.012,72,0.002,3,0.000
39,1,0.933,45,0.066,3,0.000,72,0.000,2,0.000
44,1,0.908,45,0.081,3,0.009,72,0.001,8,0.001
45,1,0.631,3,0.368,2,0.001,58,0.000,45,0.000
47,1,0.777,2,0.172,72,0.020,23,0.015,71,0.007
48,3,0.860,72,0.098,71,0.016,1,0.015,2,0.008
50,3,0.546,1,0.434,2,0.007,71,0.006,32,0.002
52,3,0.987,72,0.010,1,0.001,23,0.000,142,0.000
54,1,0.863,3,0.087,23,0.026,72,0.009,86,0.008
57,1,0.616,72,0.237,2,0.095,71,0.024,3,0.012
59,1,0.987,45,0.012,72,0.000,3,0.000,8,0.000
61,2,0.612,3,0.319,71,0.035,1,0.010,62,0.009
63,2,0.975,3,0.017,66,0.004,59,0.003,1,0.001
65,2,0.996,59,0.002,66,0.001,44,0.000,84,0.000
68,2,0.993,71,0.004,1,0.001,44,0.001,59,0.001
70,143,0.312,145,0.126,62,0.110,3,0.085,144,0.064
71,2,0.526,66,0.310,59,0.142,65,0.013,44,0.003
76,2,0.997,59,0.001,66,0.001,3,0.000,1,0.000
79,2,0.995,3,0.003,1,0.002,72,0.000,66,0.000
82,45,0.771,84,0.090,63,0.065,3,0.018,59,0.018
83,2,0.956,44,0.023,100,0.015,101,0.003,71,0.001
85,2,0.997,66,0.001,59,0.001,3,0.001,1,0.000
87,84,0.564,60,0.275,59,0.057,64,0.039,62,0.030
88,110,0.296,194,0.229,92,0.113,71,0.113,65,0.084
90,2,0.970,66,0.013,59,0.013,71,0.002,65,0.000
91,71,0.711,72,0.149,137,0.052,186,0.017,46,0.016
92,66,0.649,2,0.302,65,0.026,59,0.018,62,0.003
93,2,0.994,59,0.004,66,0.002,3,0.000,65,0.000
94,2,0.974,66,0.012,59,0.010,65,0.004,44,0.000
95,3,0.988,2,0.003,143,0.002,62,0.002,84,0.001
98,59,0.357,2,0.341,66,0.257,65,0.024,71,0.015
100,2,0.906,3,0.031,66,0.028,1,0.013,59,0.009
101,3,0.905,2,0.036,44,0.020,1,0.014,71,0.010
103,3,0.861,2,0.119,1,0.009,71,0.004,72,0.002
106,2,0.848,101,0.038,1,0.033,3,0.030,66,0.020
107,2,0.994,66,0.003,59,0.001,3,0.001,1,0.000
108,3,0.986,1,0.007,2,0.004,45,0.001,72,0.001
112,2,0.846,59,0.084,71,0.048,66,0.012,44,0.003
114,2,0.916,1,0.078,3,0.005,44,0.000,71,0.000
118,2,0.888,59,0.075,84,0.010,3,0.009,66,0.006
119,2,0.760,59,0.178,65,0.048,66,0.012,93,0.001
126,3,0.999,2,0.000,84,0.000,71,0.000,59,0.000
129,3,0.984,71,0.011,135,0.001,1,0.001,2,0.001
130,3,0.999,1,0.001,45,0.000,2,0.000,58,0.000
132,3,1.000,1,0.000,2,0.000,142,0.000,45,0.000
133,3,0.802,2,0.148,71,0.037,1,0.008,72,0.004
134,3,0.998,1,0.001,142,0.000,45,0.000,72,0.000
135,3,1.000,142,0.000,1,0.000,58,0.000,71,0.000
139,3,0.973,45,0.011,5,0.004,84,0.003,1,0.002
144,3,0.982,142,0.016,61,0.001,9,0.000,66,0.000
146,3,0.994,1,0.002,71,0.002,186,0.001,2,0.000
147,3,0.999,1,0.001,142,0.000,71,0.000,58,0.000
149,3,0.999,142,0.000,1,0.000,72,0.000,45,0.000
150,3,0.985,1,0.006,45,0.003,84,0.002,62,0.001
154,46,0.925,87,0.016,86,0.009,3,0.008,58,0.005
155,3,0.999,1,0.001,2,0.000,71,0.000,45,0.000
156,1,0.357,45,0.343,3,0.267,8,0.019,72,0.007
157,3,0.976,1,0.023,45,0.001,72,0.000,8,0.000
