#mod db: cub_sm
#run db: cub_sm_tst
ImageId,Class0,Prob0,Class1,Prob1,Class2,Prob2,Class3,Prob3,Class4,Prob4
1,1,0.999,2,0.001,3,0.000,45,0.000,8,0.000
3,1,1.000,23,0.000,3,0.000,45,0.000,8,0.000
6,1,1.000,2,0.000,3,0.000,45,0.000,23,0.000
10,2,0.990,3,0.007,71,0.002,66,0.000,1,0.000
12,1,1.000,45,0.000,23,0.000,3,0.000,2,0.000
13,185,0.529,71,0.215,91,0.063,186,0.054,45,0.029
14,1,1.000,45,0.000,2,0.000,23,0.000,3,0.000
16,1,1.000,3,0.000,2,0.000,45,0.000,23,0.000
17,1,1.000,45,0.000,86,0.000,3,0.000,2,0.000
19,1,1.000,45,0.000,3,0.000,23,0.000,2,0.000
22,1,1.000,2,0.000,45,0.000,3,0.000,23,0.000
24,1,1.000,2,0.000,45,0.000,23,0.000,3,0.000
25,1,0.901,3,0.092,2,0.006,45,0.000,71,0.000
26,1,0.803,3,0.197,45,0.000,8,0.000,2,0.000
27,1,1.000,2,0.000,3,0.000,45,0.000,23,0.000
28,1,0.814,8,0.089,3,0.028,45,0.028,23,0.024
29,1,0.986,3,0.006,23,0.006,72,0.001,2,0.000
33,1,0.964,3,0.035,8,0.000,23,0.000,2,0.000
34,1,1.000,45,0.000,2,0.000,23,0.000,3,0.000
38,1,1.000,8,0.000,23,0.000,3,0.000,45,0.000
39,1,1.000,45,0.000,3,0.000,2,0.000,23,0.000
44,1,0.600,3,0.388,45,0.012,2,0.001,8,0.000
45,1,0.908,3,0.091,2,0.000,45,0.000,8,0.000
47,1,0.993,23,0.007,72,0.000,3,0.000,8,0.000
48,3,0.995,1,0.003,71,0.001,2,0.001,45,0.000
50,1,0.989,2,0.006,3,0.005,45,0.000,8,0.000
52,3,0.984,1,0.015,2,0.000,45,0.000,8,0.000
54,1,1.000,2,0.000,3,0.000,45,0.000,23,0.000
57,1,0.989,3,0.004,2,0.002,72,0.001,8,0.001
59,1,1.000,45,0.000,3,0.000,2,0.000,8,0.000
61,71,0.963,3,0.024,72,0.008,2,0.002,1,0.002
63,2,1.000,3,0.000,66,0.000,65,0.000,71,0.000
