#mod db: cub_sm
#run db: cub_sm_tst
ImageId,Class0,Prob0,Class1,Prob1,Class2,Prob2,Class3,Prob3,Class4,Prob4
1,1,0.499,2,0.450,3,0.042,45,0.002,66,0.002
3,1,0.985,8,0.006,3,0.004,45,0.003,72,0.001
6,1,0.584,65,0.192,2,0.161,45,0.025,60,0.011
10,1,0.655,3,0.330,2,0.011,45,0.001,71,0.001
12,1,0.958,2,0.007,72,0.006,3,0.005,52,0.004
13,3,0.486,1,0.094,61,0.074,142,0.066,60,0.040
14,1,0.927,3,0.039,45,0.016,2,0.009,71,0.002
16,1,0.880,3,0.079,45,0.013,23,0.008,86,0.005
17,1,0.977,46,0.013,71,0.003,3,0.002,72,0.001
19,1,0.978,3,0.014,8,0.003,45,0.002,72,0.001
22,1,0.983,60,0.003,65,0.002,2,0.002,72,0.001
24,1,0.983,72,0.003,8,0.002,3,0.002,71,0.002
25,1,0.636,3,0.169,45,0.099,2,0.050,72,0.033
26,3,0.614,1,0.314,45,0.030,71,0.008,61,0.006
27,1,0.883,72,0.046,3,0.039,2,0.020,45,0.004
28,1,0.756,3,0.182,45,0.020,8,0.010,193,0.007
29,3,0.881,1,0.064,45,0.020,72,0.020,71,0.004
33,3,0.742,1,0.157,23,0.029,72,0.025,8,0.014
34,1,0.971,2,0.015,45,0.006,3,0.003,65,0.002
38,1,0.816,8,0.129,3,0.023,23,0.014,72,0.012
39,1,0.958,3,0.038,45,0.003,2,0.000,72,0.000
44,1,0.596,45,0.288,3,0.074,2,0.021,72,0.018
45,1,0.955,3,0.034,2,0.005,23,0.003,72,0.001
47,1,0.603,2,0.306,23,0.023,100,0.015,65,0.012
48,3,0.971,2,0.009,71,0.005,1,0.005,44,0.005
50,1,0.531,2,0.329,3,0.129,71,0.009,45,0.002
52,3,0.995,72,0.002,1,0.001,2,0.001,44,0.000
54,1,0.984,23,0.009,72,0.003,3,0.002,2,0.001
57,1,0.563,3,0.143,2,0.109,72,0.091,44,0.039
59,1,0.987,45,0.008,2,0.003,3,0.001,72,0.001
61,3,0.539,1,0.161,2,0.150,71,0.048,45,0.025
63,2,0.983,66,0.008,1,0.003,3,0.002,59,0.002
65,2,0.986,66,0.006,45,0.002,65,0.002,1,0.001
68,2,0.993,71,0.004,59,0.001,66,0.001,65,0.000
70,3,0.687,2,0.177,44,0.038,101,0.015,143,0.015
71,2,0.847,66,0.103,59,0.037,65,0.008,106,0.001
76,2,0.996,66,0.002,3,0.000,59,0.000,1,0.000
79,2,0.876,1,0.095,3,0.011,66,0.008,45,0.003
82,59,0.299,45,0.267,2,0.082,84,0.081,63,0.063
83,2,0.999,44,0.000,66,0.000,71,0.000,1,0.000
85,2,0.983,66,0.011,59,0.001,65,0.001,1,0.001
87,84,0.347,62,0.144,59,0.103,64,0.097,60,0.091
88,92,0.345,194,0.151,65,0.094,45,0.063,110,0.040
90,2,0.839,66,0.153,59,0.006,71,0.001,65,0.000
91,72,0.597,3,0.076,23,0.068,142,0.049,1,0.047
92,2,0.935,66,0.051,65,0.009,59,0.002,1,0.001
93,2,0.991,66,0.007,59,0.001,65,0.001,71,0.000
94,2,0.972,66,0.019,59,0.004,65,0.002,1,0.001
95,3,0.800,2,0.084,71,0.051,143,0.023,45,0.007
98,2,0.905,66,0.039,65,0.023,59,0.017,45,0.005
