#mod db: cub_sm
#run db: cub_sm_tst
ImageId,Class0,Prob0,Class1,Prob1,Class2,Prob2,Class3,Prob3,Class4,Prob4
1,2,0.808,1,0.138,3,0.018,65,0.011,66,0.010
3,1,0.985,3,0.008,45,0.004,2,0.002,8,0.000
6,1,0.765,2,0.202,65,0.010,45,0.009,72,0.007
10,2,0.444,3,0.404,1,0.134,66,0.008,45,0.004
12,1,0.986,3,0.007,72,0.003,45,0.002,23,0.001
13,62,0.201,3,0.149,2,0.109,61,0.106,46,0.087
14,1,0.960,3,0.029,2,0.007,45,0.003,72,0.000
16,1,0.973,3,0.019,45,0.002,23,0.002,2,0.001
17,1,0.980,3,0.007,2,0.005,45,0.003,71,0.001
19,1,0.990,45,0.005,2,0.002,3,0.002,8,0.000
22,1,0.988,2,0.007,45,0.002,65,0.001,3,0.001
24,1,0.995,3,0.002,45,0.001,2,0.001,72,0.000
25,1,0.912,2,0.057,3,0.019,72,0.007,45,0.002
26,1,0.559,3,0.374,45,0.033,2,0.028,66,0.002
27,1,0.938,72,0.030,2,0.012,23,0.011,3,0.006
28,1,0.804,3,0.157,72,0.011,2,0.008,8,0.008
29,3,0.874,1,0.055,2,0.026,45,0.022,72,0.010
33,1,0.550,3,0.369,23,0.032,72,0.011,8,0.009
34,1,0.955,2,0.035,3,0.005,45,0.003,65,0.001
38,1,0.777,3,0.144,45,0.039,2,0.024,72,0.009
39,1,0.981,3,0.013,45,0.003,2,0.002,65,0.000
44,1,0.607,2,0.177,45,0.140,3,0.074,72,0.002
45,1,0.815,3,0.131,2,0.048,72,0.002,45,0.001
47,2,0.818,1,0.174,3,0.002,71,0.001,72,0.001
48,3,0.939,2,0.028,1,0.015,71,0.010,72,0.003
50,1,0.985,3,0.013,2,0.001,72,0.001,45,0.001
52,3,0.712,2,0.249,1,0.015,44,0.007,72,0.007
54,1,0.990,3,0.004,72,0.002,2,0.001,23,0.001
57,3,0.439,2,0.327,1,0.095,72,0.066,44,0.036
59,1,0.973,45,0.016,8,0.006,72,0.002,3,0.002
61,2,0.478,1,0.259,3,0.215,72,0.020,45,0.015
63,2,0.991,66,0.006,59,0.001,3,0.001,1,0.000
65,2,0.997,66,0.001,1,0.001,3,0.000,45,0.000
68,2,0.994,3,0.002,71,0.001,45,0.001,1,0.000
70,3,0.497,101,0.131,143,0.079,2,0.055,145,0.041
